X,Y,Z
-5.72238, 4.2121200000000005,-49.409
-5.724197, 3.9287509999999997,-49.409
-5.704911,3.758822,-49.409
-5.665281, 3.6414940000000002,-49.409
-5.631264, 3.3169449999999996,-49.409
-5.57757,3.191393,-49.409
-5.474308,3.053802,-49.409
-5.388961,2.994042,-49.409
-5.288322,2.967076,-49.409
-5.114883,2.965934,-49.409
-4.889944, 3.0056149999999997,-49.409
-4.614587, 3.0871310000000003,-49.409
-4.435368,3.187002,-49.409
-4.279967,3.344258,-49.409
-4.179247,3.533905,-49.409
-4.166795, 3.6194360000000003,-49.409
-4.168763,3.918862,-49.409
-4.186082, 4.0397620000000005,-49.409
-4.229883, 4.149528999999999,-49.409
-4.259729, 4.349076999999999,-49.409
-4.295364,4.446982,-49.409
-4.476239,4.681912,-49.409
-4.65692,4.880298,-49.409
-4.855534,5.025482,-49.409
-4.956173,5.052448,-49.409
-5.211165, 5.0343029999999995,-49.409
-5.309071,4.998668,-49.409
-5.388884, 4.9316960000000005,-49.409
-5.492525,4.800484,-49.409
-5.6381,4.515077,-49.409
-5.650551, 4.419382000000001,-49.409
-5.780783,3.194053,-49.109
-5.665768,2.854197,-49.109
-5.591854,2.755537,-49.109
-5.46495, 2.6660340000000002,-49.109
-5.319432,2.632568,-49.109
-5.156403,2.631824,-49.109
-5.053798,2.649916,-49.109
-4.963567, 2.7020109999999997,-49.109
-4.882403,2.813991,-49.109
-4.695511,2.922763,-49.109
-4.593314,3.058608,-49.109
-4.440876, 3.3259099999999995,-49.109
-4.385701,3.532203,-49.109
-4.345204, 3.7479349999999996,-49.109
-4.351827, 4.177497000000001,-49.109
-4.369555,4.278743,-49.109
-4.395805,4.584371,-49.109
-4.462339, 4.776816999999999,-49.109
-4.540274,4.906445,-49.109
-4.68363,5.034919,-49.109
-4.789805, 5.097970999999999,-49.109
-4.873772,5.127302,-49.109
-5.030259, 5.1476370000000005,-49.109
-5.289079, 5.119241000000001,-49.109
-5.398196,5.064939,-49.109
-5.530572,4.95919,-49.109
-5.706349,4.752762,-49.109
-5.824614, 4.531083000000001,-49.109
-5.866745,4.327553,-49.109
-5.897908,4.114425,-49.109
-5.89335,3.66813,-49.109
-5.856163,3.52301,-49.109
-5.802337, 3.4310479999999997,-49.109
-5.999496,3.051818,-48.809
-5.919673, 2.8066199999999997,-48.809
-5.80248, 2.6814150000000003,-48.809
-5.677302, 2.5937069999999998,-48.809
-5.579397,2.558072,-48.809
-5.386832,2.558072,-48.809
-5.085923,2.645253,-48.809
-4.897872, 2.7262329999999997,-48.809
-4.797662, 2.7495529999999997,-48.809
-4.65692,2.815182,-48.809
-4.504218,2.991856,-48.809
-4.496533,3.019463,-48.809
-4.325358,3.146744,-48.809
-4.273263,3.236974,-48.809
-4.240442,3.398497,-48.809
-4.242409, 3.7715699999999996,-48.809
-4.274458, 4.0544910000000005,-48.809
-4.318646, 4.170707999999999,-48.809
-4.361639, 4.3848590000000005,-48.809
-4.401745,4.459026,-48.809
-4.432588,4.59806,-48.809
-4.516853,4.802137,-48.809
-4.614132, 4.963074000000001,-48.809
-4.745296,5.130695,-48.809
-4.839705,5.205545,-48.809
-4.934132,5.249577,-48.809
-5.085424,5.274528,-48.809
-5.31427,5.255241,-48.809
-5.425798,5.213398,-48.809
-5.509481,5.151329,-48.809
-5.586176,5.05145,-48.809
-5.636359,4.95444,-48.809
-5.710819,4.850916,-48.809
-5.84431,4.382513,-48.809
-5.92585,4.010304,-48.809
-5.99553, 3.4253109999999998,-48.809
-5.852203,5.026623,-48.509
-5.742922,5.316008,-48.509
-5.633115, 5.425815999999999,-48.509
-5.470824, 5.489126000000001,-48.509
-5.350551,5.495467,-48.509
-5.247945,5.477375,-48.509
-5.156363, 5.425815999999999,-48.509
-5.053743,5.326273,-48.509
-4.892588,5.204342,-48.509
-4.751971,5.050882,-48.509
-4.575219,4.726838,-48.509
-4.471603, 4.507191000000001,-48.509
-4.390979,4.134779,-48.509
-4.387735,3.869834,-48.509
-4.405367,3.725083,-48.509
-4.402464,3.560519,-48.509
-4.421751, 3.3758609999999996,-48.509
-4.466839,3.262659,-48.509
-4.560385,3.143131,-48.509
-4.589949,3.071746,-48.509
-4.740721, 2.8964469999999998,-48.509
-4.786675, 2.8096769999999998,-48.509
-4.924669,2.748672,-48.509
-4.950078,2.688795,-48.509
-5.034523,2.591635,-48.509
-5.199773, 2.4843889999999997,-48.509
-5.388133, 2.4235130000000003,-48.509
-5.528498,2.419104,-48.509
-5.630485,2.440413,-48.509
-5.730561,2.488978,-48.509
-5.855981,2.601121,-48.509
-5.950772,2.77403,-48.509
-5.976083,3.006476,-48.509
-5.976669,3.214622,-48.509
-5.920563,3.66941,-48.509
-5.917827,3.972594,-48.509
-5.929444,4.232685,-48.509
-5.903453,4.586271,-48.509
-5.869698, 4.797238999999999,-48.509
-5.847075,4.844379,-48.509
-5.31076,2.723018,-48.209
-5.127643,2.833499,-48.209
-4.990848,2.95259,-48.209
-4.779182,3.067418,-48.209
-4.681841, 3.1057040000000002,-48.209
-4.573194,3.201602,-48.209
-4.423106,3.219695,-48.209
-4.332876, 3.2717889999999996,-48.209
-4.265905, 3.3516019999999997,-48.209
-4.225713, 3.5016019999999997,-48.209
-4.240442,3.682059,-48.209
-4.240442, 4.017125999999999,-48.209
-4.255267,4.175092,-48.209
-4.255915,4.347557,-48.209
-4.274458,4.525828,-48.209
-4.34396,4.794553,-48.209
-4.328817,4.900882,-48.209
-4.34691,5.003488,-48.209
-4.45071,5.145425,-48.209
-4.625542,5.26907,-48.209
-4.869989,5.384384,-48.209
-5.041225,5.51554,-48.209
-5.262175,5.569114,-48.209
-5.432104, 5.5645560000000005,-48.209
-5.530009, 5.5289209999999995,-48.209
-5.639817, 5.4191139999999995,-48.209
-5.675452,5.321208,-48.209
-5.680009,5.014273,-48.209
-5.755007,4.895104,-48.209
-5.921884,4.456359,-48.209
-5.972628,4.242906,-48.209
-5.974595,4.159523,-48.209
-6.069177,3.881918,-48.209
-6.07345,3.765783,-48.209
-6.075383,3.155077,-48.209
-6.045244, 2.9162410000000003,-48.209
-6.03228,2.649603,-48.209
-5.963861, 2.4089300000000002,-48.209
-5.896889,2.329116,-48.209
-5.806659, 2.2770219999999997,-48.209
-5.704053, 2.2589300000000003,-48.209
-5.554053, 2.2991219999999997,-48.209
-5.444246, 2.4089300000000002,-48.209
-4.605947,4.155603,-47.909
-4.458902,4.013873,-47.909
-4.384135,3.925412,-47.909
-4.348501, 3.8275069999999998,-47.909
-4.362035,3.664922,-47.909
-4.451107,3.537715,-47.909
-4.599682,3.463734,-47.909
-4.656649, 3.4489739999999998,-47.909
-4.807402,3.373515,-47.909
-5.053638,3.176252,-47.909
-5.158502,3.034742,-47.909
-5.351262,2.880694,-47.909
-5.478471, 2.6680319999999997,-47.909
-5.558284,2.60106,-47.909
-5.708284,2.560868,-47.909
-5.81089,2.57896,-47.909
-5.90112,2.631054,-47.909
-5.968092,2.710868,-47.909
-6.024953,2.875359,-47.909
-6.03982,3.176228,-47.909
-6.030182, 3.4242359999999996,-47.909
-6.034652, 4.1814160000000005,-47.909
-6.047537, 4.459210000000001,-47.909
-6.036966,4.56452,-47.909
-5.928349,4.982718,-47.909
-5.859422,5.09855,-47.909
-5.751762,5.228312,-47.909
-5.607597, 5.3121279999999995,-47.909
-5.531742,5.332296,-47.909
-5.396222,5.333608,-47.909
-5.229167,5.26323,-47.909
-5.030996, 5.0834209999999995,-47.909
-4.90048, 4.8958770000000005,-47.909
-4.71035,4.47365,-47.909
-5.885958,2.403244,-47.609
-5.965371,2.468869,-47.609
-5.985958,2.49036,-47.609
-6.037994, 2.5688690000000003,-47.609
-6.080403,2.668869,-47.609
-6.085958,2.680966,-47.609
-6.115904,2.768869,-47.609
-6.129054,2.868869,-47.609
-6.131733,2.968869,-47.609
-6.133856, 3.0688690000000003,-47.609
-6.134563,3.168869,-47.609
-6.133856,3.268869,-47.609
-6.132421,3.368869,-47.609
-6.133115,3.468869,-47.609
-6.134063, 3.5688690000000003,-47.609
-6.136673,3.668869,-47.609
-6.138351,3.768869,-47.609
-6.140789,3.868869,-47.609
-6.144251,3.968869,-47.609
-6.147781,4.068869,-47.609
-6.153064,4.168869,-47.609
-6.156792, 4.2688690000000005,-47.609
-6.159235,4.368869,-47.609
-6.157588,4.468869,-47.609
-6.145715,4.568869,-47.609
-6.130983,4.668869,-47.609
-6.10577, 4.7688690000000005,-47.609
-6.085958,4.806369,-47.609
-6.056792,4.868869,-47.609
-6.033543,4.968869,-47.609
-5.985958, 5.0568159999999995,-47.609
-5.976384,5.068869,-47.609
-5.927886,5.168869,-47.609
-5.885958,5.216502,-47.609
-5.837064, 5.2688690000000005,-47.609
-5.785958, 5.3170459999999995,-47.609
-5.706359,5.368869,-47.609
-5.685958,5.385536,-47.609
-5.585958,5.420552,-47.609
-5.485958, 5.4257089999999994,-47.609
-5.385958, 5.417911999999999,-47.609
-5.285958, 5.375802999999999,-47.609
-5.277975,5.368869,-47.609
-5.185958,5.310313,-47.609
-5.141925, 5.2688690000000005,-47.609
-5.085958,5.204908,-47.609
-5.055631,5.168869,-47.609
-4.985958,5.073005,-47.609
-4.981823,5.068869,-47.609
-4.922526,4.968869,-47.609
-4.885958,4.904396,-47.609
-4.861852,4.868869,-47.609
-4.831393, 4.7688690000000005,-47.609
-4.804228,4.668869,-47.609
-4.785958,4.636847,-47.609
-4.753778,4.568869,-47.609
-4.727739,4.468869,-47.609
-4.687122,4.368869,-47.609
-4.685958,4.367369,-47.609
-4.641389, 4.2688690000000005,-47.609
-4.585958, 4.170078999999999,-47.609
-4.584796,4.168869,-47.609
-4.485958,4.077143,-47.609
-4.477685,4.068869,-47.609
-4.385958,3.983869,-47.609
-4.370959,3.968869,-47.609
-4.31433,3.868869,-47.609
-4.292208,3.768869,-47.609
-4.31433,3.668869,-47.609
-4.367169, 3.5688690000000003,-47.609
-4.385958,3.550079,-47.609
-4.485958, 3.4920619999999998,-47.609
-4.538698,3.468869,-47.609
-4.585958, 3.4475729999999998,-47.609
-4.685958, 3.4031480000000003,-47.609
-4.746413,3.368869,-47.609
-4.785958, 3.3434310000000003,-47.609
-4.880403,3.268869,-47.609
-4.885958,3.263314,-47.609
-4.985958,3.18154,-47.609
-4.99863,3.168869,-47.609
-5.085958,3.087659,-47.609
-5.104869, 3.0688690000000003,-47.609
-5.185958,3.000491,-47.609
-5.223946,2.968869,-47.609
-5.285958,2.920637,-47.609
-5.344197,2.868869,-47.609
-5.385958,2.824052,-47.609
-5.430761,2.768869,-47.609
-5.485958,2.687482,-47.609
-5.502625,2.668869,-47.609
-5.569292, 2.5688690000000003,-47.609
-5.585958, 2.5492540000000004,-47.609
-5.660601,2.468869,-47.609
-5.685958,2.442377,-47.609
-5.785958,2.402762,-47.609
-4.600343,3.440677,-47.309
-5.129577,3.017677,-47.309
-5.381748,2.841979,-47.309
-5.529338,2.641206,-47.309
-5.562638,2.390921,-47.309
-5.598272,2.293016,-47.309
-5.665244,2.213202,-47.309
-5.805986,2.147573,-47.309
-5.960686,2.161108,-47.309
-6.050916,2.213202,-47.309
-6.139988,2.34041,-47.309
-6.182606,2.460039,-47.309
-6.210253,2.621341,-47.309
-6.229032, 2.8277360000000002,-47.309
-6.227926, 3.3756340000000002,-47.309
-6.251944, 3.8331359999999997,-47.309
-6.292108, 4.2169170000000005,-47.309
-6.291698,4.469109,-47.309
-6.232353,4.736068,-47.309
-6.110004,5.029173,-47.309
-5.946634,5.299865,-47.309
-5.84977,5.405302,-47.309
-5.73804,5.48238,-47.309
-5.640975,5.520243,-47.309
-5.511184,5.533953,-47.309
-5.394117,5.521502,-47.309
-5.266644,5.462861,-47.309
-5.155128,5.380844,-47.309
-5.052734,5.269109,-47.309
-4.9218,5.021199,-47.309
-4.84351,4.857133,-47.309
-4.74352,4.462273,-47.309
-4.622961,4.220078,-47.309
-4.410433,4.051503,-47.309
-4.35361,4.021158,-47.309
-4.272054,3.939602,-47.309
-4.228021,3.845174,-47.309
-4.218941,3.741382,-47.309
-4.265876, 3.5938760000000003,-47.309
-4.332847,3.514063,-47.309
-4.430961,3.461969,-47.309
-6.085958,2.1568,-47.009
-6.098028,2.168869,-47.009
-6.149527,2.268869,-47.009
-6.185958,2.336626,-47.009
-6.207255,2.368869,-47.009
-6.230038,2.468869,-47.009
-6.237632, 2.5688690000000003,-47.009
-6.242625,2.668869,-47.009
-6.246673,2.768869,-47.009
-6.249078,2.868869,-47.009
-6.248767,2.968869,-47.009
-6.250679, 3.0688690000000003,-47.009
-6.254877,3.168869,-47.009
-6.262306,3.268869,-47.009
-6.270959,3.368869,-47.009
-6.285958,3.455408,-47.009
-6.28863,3.468869,-47.009
-6.308686, 3.5688690000000003,-47.009
-6.321888,3.668869,-47.009
-6.331392,3.768869,-47.009
-6.338482,3.868869,-47.009
-6.3461,3.968869,-47.009
-6.352021,4.068869,-47.009
-6.355631,4.168869,-47.009
-6.351343, 4.2688690000000005,-47.009
-6.342625,4.368869,-47.009
-6.334242,4.468869,-47.009
-6.313925,4.568869,-47.009
-6.285958,4.633155,-47.009
-6.268217,4.668869,-47.009
-6.244171, 4.7688690000000005,-47.009
-6.187122,4.868869,-47.009
-6.185958,4.870151,-47.009
-6.13043,4.968869,-47.009
-6.085958,5.037899,-47.009
-6.061108,5.068869,-47.009
-5.985958,5.153667,-47.009
-5.970959,5.168869,-47.009
-5.885958,5.244313,-47.009
-5.855218, 5.2688690000000005,-47.009
-5.785958, 5.3175669999999995,-47.009
-5.69722,5.368869,-47.009
-5.685958,5.377798,-47.009
-5.585958,5.409619,-47.009
-5.485958,5.414166,-47.009
-5.385958,5.399576,-47.009
-5.327711,5.368869,-47.009
-5.285958,5.344762,-47.009
-5.185958,5.293869,-47.009
-5.158475, 5.2688690000000005,-47.009
-5.085958, 5.192296000000001,-47.009
-5.065151,5.168869,-47.009
-4.98863,5.068869,-47.009
-4.985958,5.066198,-47.009
-4.915517,4.968869,-47.009
-4.885958, 4.9311929999999995,-47.009
-4.841035,4.868869,-47.009
-4.800959, 4.7688690000000005,-47.009
-4.785958,4.746592,-47.009
-4.747666,4.668869,-47.009
-4.711831,4.568869,-47.009
-4.685958,4.528779,-47.009
-4.650774,4.468869,-47.009
-4.596798,4.368869,-47.009
-4.585958,4.356268,-47.009
-4.512328, 4.2688690000000005,-47.009
