X,Y,Z
0.34481649999999997,5.499804,-45.209
0.4911409,5.622585,-45.209
0.5866474,5.788007,-45.209
0.6114607000000001,5.880611,-45.209
0.6114607000000001,6.071624,-45.209
0.5461304,6.251118,-45.209
0.47248419999999997, 6.413138999999999,-45.209
0.3497034,6.559464,-45.209
0.2711702,6.614454,-45.209
0.09167666,6.679784,-45.209
-0.003829833,6.688139,-45.209
-0.2579751,6.686047,-45.209
-0.3939215, 6.6650540000000005,-45.209
-0.573415, 6.599724999999999,-45.209
-0.6519482,6.544735,-45.209
-0.774729,6.39841,-45.209
-0.8400593, 6.218916999999999,-45.209
-0.8463222,6.046016,-45.209
-0.815246, 5.905841000000001,-45.209
-0.7599998, 5.7894939999999995,-45.209
-0.6077604,5.598981,-45.209
-0.5292273,5.543991,-45.209
-0.3404031,5.442028,-45.209
-0.1546173,5.397647,-45.209
0.06221815, 5.405015000000001,-45.209
-0.2728562,5.294903,-44.909
-0.3252091, 5.320774999999999,-44.909
-0.3728562,5.344882,-44.909
-0.4728561,5.388105,-44.909
-0.5127867,5.420775,-44.909
-0.5728561,5.467532,-44.909
-0.626977, 5.5207749999999995,-44.909
-0.6728561,5.579167,-44.909
-0.7048454,5.620775,-44.909
-0.7613978,5.720775,-44.909
-0.7728561,5.739741,-44.909
-0.8084622, 5.820774999999999,-44.909
-0.8297758,5.920775,-44.909
-0.8356641, 6.0207749999999995,-44.909
-0.8329977,6.120775,-44.909
-0.8184508,6.220775,-44.909
-0.7911254, 6.320774999999999,-44.909
-0.7728561,6.342698,-44.909
-0.7176931, 6.420775000000001,-44.909
-0.6728561,6.484728,-44.909
-0.6356562,6.520775,-44.909
-0.5728561, 6.5608260000000005,-44.909
-0.4728561, 6.6188519999999995,-44.909
-0.4702788,6.620775,-44.909
-0.3728562,6.663343,-44.909
-0.2728562,6.67795,-44.909
-0.1728562, 6.6854960000000005,-44.909
-0.07285616,6.69083,-44.909
0.027143840000000002,6.688594,-44.909
0.1271438, 6.680916999999999,-44.909
0.22714379999999998, 6.657966999999999,-44.909
0.2964099,6.620775,-44.909
0.3271438,6.599968,-44.909
0.42373479999999997,6.520775,-44.909
0.4271439,6.517366,-44.909
0.5156855, 6.420775000000001,-44.909
0.5271439, 6.405209000000001,-44.909
0.5695609, 6.320774999999999,-44.909
0.6078401,6.220775,-44.909
0.6271439,6.18358,-44.909
0.6559148,6.120775,-44.909
0.6699689, 6.0207749999999995,-44.909
0.6704772,5.920775,-44.909
0.6607376, 5.820774999999999,-44.909
0.6271439,5.746637,-44.909
0.6121439,5.720775,-44.909
0.5673938,5.620775,-44.909
0.5271439,5.572572,-44.909
0.4793538, 5.5207749999999995,-44.909
0.4271439,5.472314,-44.909
0.3563692,5.420775,-44.909
0.3271438,5.396219,-44.909
0.22714379999999998,5.358858,-44.909
0.1463746, 5.320774999999999,-44.909
0.1271438,5.308706,-44.909
0.027143840000000002,5.280429,-44.909
-0.07285616,5.274755,-44.909
-0.1728562,5.276745,-44.909
-0.3728562,5.201471,-44.609
-0.4005834,5.220775,-44.609
-0.4728561,5.263982,-44.609
-0.5571303, 5.320774999999999,-44.609
-0.5728561, 5.3344119999999995,-44.609
-0.6551895,5.420775,-44.609
-0.6728561,5.440851,-44.609
-0.7248266, 5.5207749999999995,-44.609
-0.7645828,5.620775,-44.609
-0.7728561,5.632631,-44.609
-0.812997,5.720775,-44.609
-0.8266537, 5.820774999999999,-44.609
-0.8372501,5.920775,-44.609
-0.8379072, 6.0207749999999995,-44.609
-0.830031,6.120775,-44.609
-0.8118514,6.220775,-44.609
-0.7728561,6.301468,-44.609
-0.7595909, 6.320774999999999,-44.609
-0.6965088, 6.420775000000001,-44.609
-0.6728561,6.452124,-44.609
-0.6001671,6.520775,-44.609
-0.5728561,6.541087,-44.609
-0.4728561, 6.5949029999999995,-44.609
-0.4351443,6.620775,-44.609
-0.3728562,6.657343,-44.609
-0.2728562, 6.6782070000000004,-44.609
-0.1728562,6.69083,-44.609
-0.07285616,6.704108,-44.609
0.027143840000000002,6.701471,-44.609
0.1271438,6.693218,-44.609
0.22714379999999998,6.672682,-44.609
0.3271438,6.640079,-44.609
0.3481783,6.620775,-44.609
0.4271439, 6.562946999999999,-44.609
0.47868700000000003,6.520775,-44.609
0.5271439, 6.473198999999999,-44.609
0.5701787, 6.420775000000001,-44.609
0.6215883, 6.320774999999999,-44.609
0.6271439,6.314079,-44.609
0.6746439,6.220775,-44.609
0.6960628,6.120775,-44.609
0.7121438999999999, 6.0207749999999995,-44.609
0.7138785000000001,5.920775,-44.609
0.7030367, 5.820774999999999,-44.609
0.681462,5.720775,-44.609
0.6469552000000001,5.620775,-44.609
0.6271439,5.595972,-44.609
0.5779171, 5.5207749999999995,-44.609
0.5271439,5.463839,-44.609
0.48357659999999997,5.420775,-44.609
0.4271439,5.369986,-44.609
0.3664296, 5.320774999999999,-44.609
0.3271438, 5.285804000000001,-44.609
0.22714379999999998,5.235205,-44.609
0.20325500000000002,5.220775,-44.609
0.1271438,5.185283,-44.609
0.027143840000000002, 5.166252999999999,-44.609
-0.07285616,5.158835,-44.609
-0.1728562,5.161025,-44.609
-0.2728562,5.172561,-44.609
-0.8455404,5.639672,-44.309
-0.777755,5.434498,-44.309
-0.7093204,5.323107,-44.309
-0.6225826,5.225291,-44.309
-0.5201771,5.144024,-44.309
-0.4052154,5.081774,-44.309
-0.2371708,5.031302,-44.309
-0.02118625,5.024826,-44.309
0.1495805,5.065139,-44.309
0.2975239,5.135118,-44.309
0.40461460000000005, 5.210103999999999,-44.309
0.5854328,5.390922,-44.309
0.6817198,5.537603,-44.309
0.7445012,5.688644,-44.309
0.7707107, 5.8167230000000005,-44.309
0.7756287000000001, 5.9761180000000005,-44.309
0.7642344999999999, 6.1063540000000005,-44.309
0.7303981,6.232633,-44.309
0.6751477, 6.3511180000000005,-44.309
0.600162, 6.458208000000001,-44.309
0.5077194,6.550651,-44.309
0.40062870000000006,6.625637,-44.309
0.2821438,6.680888,-44.309
0.1558648, 6.7147239999999995,-44.309
-0.0782248, 6.7247699999999995,-44.309
-0.2898035,6.680888,-44.309
-0.4082883,6.625637,-44.309
-0.5890254, 6.506463999999999,-44.309
-0.681468,6.414021,-44.309
-0.7564537, 6.3069299999999995,-44.309
-0.8117042,6.188445,-44.309
-0.8455404, 6.0621659999999995,-44.309
-0.8569346,5.917201,-44.309
-0.1728562,4.898048,-44.009
-0.2621419,4.920775,-44.009
-0.2728562,4.924184,-44.009
